Time	Topo	Amplitude	Phase
0.199885	-1086.49	0.0544914	 -92.433
0.201446	-1087.95	0.0511406	 -84.385
0.203008	-1089.95	0.054415	 -84.847
0.20457	-1087.91	0.0555098	 -92.739
0.206131	-1085.82	0.0518289	 -89.227
0.207693	-1090.02	0.0530453	 -80.577
0.209254	-1087.64	0.0559172	 -93.201
0.210816	-1086.77	0.0520046	 -88.541
0.212378	-1090.35	0.0529187	 -80.627
0.213939	-1088.16	0.0559751	 -93.023
0.215501	-1086.14	0.0526167	 -90.653
0.217062	-1090.13	0.0522254	 -80.813
0.218624	-1088.44	0.0560838	 -93.081
0.220186	-1085.99	0.0524172	 -90.213
0.221747	-1090.78	0.0535529	 -81.095
0.223309	-1089.24	0.0561465	 -92.935
0.22487	-1086.44	0.0523874	 -90.191
0.226432	-1091.16	0.0533889	 -80.575
0.227994	   -1088	0.0558211	 -93.225
0.229555	 -1087.2	0.0505535	 -86.001
0.231117	-1089.84	0.0539872	 -84.469
0.232678	 -1090.2	0.0556617	 -90.835
0.23424	 -1086.5	0.0538672	 -92.097
0.235802	-1089.42	0.0497487	 -77.157
0.237363	-1085.06	0.0561267	 -93.835
0.238925	-1088.92	0.0501006	 -79.065
0.240486	-1086.39	0.0562829	 -93.645
0.242048	-1088.95	0.0502035	 -81.757
0.24361	-1090.33	0.0555685	 -89.241
0.245171	-1086.38	0.0539463	 -92.257
0.246733	-1090.93	0.051726	 -79.369
0.248294	-1089.42	0.0562471	 -93.177
0.249856	-1087.04	0.0529217	 -90.921
0.251418	-1089.64	0.0511881	 -80.241
0.252979	-1088.86	0.0562787	 -92.983
0.254541	-1086.84	0.0527751	 -90.789
0.256102	-1090.17	0.0516648	 -80.409
0.257664	-1089.63	0.0558472	 -91.309
0.259226	-1086.89	0.0544286	 -92.369
0.260787	 -1088.6	0.0501458	 -81.655
0.262349	-1089.99	0.0563831	 -92.325
0.26391	 -1087.3	0.054403	 -92.415
0.265472	-1088.92	0.0505278	 -82.885
0.267034	-1090.57	0.0554866	 -88.401
0.268595	-1088.11	0.0552422	 -92.809
0.270157	-1086.64	0.0510784	 -86.669
0.271718	-1090.77	0.0560946	 -89.595
0.27328	-1087.48	0.0549378	 -92.693
0.274842	-1086.57	0.0503328	 -86.043
0.276403	-1090.25	0.055962	 -88.687
0.277965	-1087.25	0.0552469	 -92.879
0.279526	-1087.28	0.0515667	 -87.459
0.281088	-1090.85	0.0540673	 -83.885
0.28265	 -1089.3	0.0558726	 -92.977
0.284211	-1088.13	0.0518139	 -89.725
0.285773	-1094.38	0.0571114	 -93.821
0.287334	-1104.19	0.0568671	 -93.555
0.288896	-1113.61	0.057032	 -93.495
0.290458	-1115.99	0.0500268	 -81.963
0.292019	-1115.97	0.056133	 -92.563
0.293581	-1113.53	0.0527407	 -90.731
0.295142	-1111.93	0.0509949	 -85.121
0.296704	-1114.92	0.056668	 -93.207
0.298266	-1114.46	0.0523116	 -88.807
0.299827	-1116.66	0.0522112	 -82.113
0.301389	-1115.83	0.0559088	 -92.283
0.30295	-1113.79	0.0536298	 -91.263
0.304512	-1116.37	0.0511624	 -80.281
0.306074	-1116.25	0.0560661	 -92.661
0.307635	-1114.07	0.0538454	 -91.641
0.309197	-1115.27	0.0512606	 -83.979
0.310758	 -1116.8	0.0539782	 -84.343
0.31232	-1113.93	0.0554666	 -92.865
0.313882	-1112.08	0.0513507	 -87.907
0.315443	-1117.13	0.0564828	 -91.575
0.317005	-1112.95	0.0544829	 -92.725
0.318566	-1116.03	0.0505833	 -80.757
0.320128	-1115.76	0.0562519	 -92.963
0.32169	-1113.61	0.0532549	 -90.921
0.323251	-1116.21	0.050951	 -80.149
0.324813	-1115.71	0.0562756	 -93.117
0.326374	-1113.51	0.0528134	 -90.751
