G-peak FWHM	2D-peak FWHM
15.77576162	16.03139289	
12.89521319	16.05047224	
13.72125947	15.78434205	
13.68027333	16.62553319	
15.36278114	16.49183194	
13.98946074	16.07458956	
13.87246744	16.64212026	
12.8632085	16.25408464	
13.71668847	16.86049021	
12.88051569	17.36284871	
12.30287365	17.06673476	
12.42678388	16.79408015	
13.80245731	16.75031303	
13.37152226	17.27433716	
14.10480574	17.93486123	
12.80626254	17.85030444	
12.94956602	18.18140171	
12.05384547	19.38294161	
15.6458682	20.14451778	
13.17166519	19.02112449	
14.8808932	18.88475623	
18.23846221	25.26988505	
15.86913118	22.50291328	
13.96266657	17.10421909	
13.17983659	16.46884059	
13.95343382	17.36194704	
13.03241633	18.64059816	
10.18438351	19.96661292	
12.12314569	16.03407817	
14.10591414	15.79058419	
12.78824271	16.73969067	
12.29009667	16.26957616	
14.97409987	16.13230958	
13.62679456	15.99235568	
13.64236742	16.43039153	
13.64654135	16.79353844	
12.06387899	16.44662769	
12.37578834	15.87812973	
13.57100751	16.38361481	
12.76226569	16.32565839	
13.66895341	16.20450584	
12.10895827	15.15102555	
14.51201499	15.97764094	
13.03630953	16.07646395	
10.55870582	15.99455285	
11.88528988	16.06064285	
12.80432162	16.84272691	
11.31763569	16.34935138	
12.51279825	16.47601306	
12.44423501	16.96869165	
13.27221732	17.30254658	
13.40912201	16.83878319	
11.07686569	19.52329436	
11.7469253	16.89514688	
13.17851091	16.33613383	
12.91427697	15.60230685	
11.76018009	16.31466585	
12.80112706	16.2420432	
14.28804603	16.5835182	
14.32624428	16.90904677	
12.90202472	16.73140138	
14.55244102	16.73419037	
12.39177799	16.68054736	
14.7352488	17.86096363	
12.47674628	18.55943692	
14.86409623	19.6043116	
13.70204006	18.16125728	
13.05933026	16.83800816	
13.02315129	17.06581579	
13.13079911	15.96564501	
13.442411	18.57081565	
13.55829159	16.78740744	
14.06026037	16.2734266	
11.78037824	16.44866708	
13.98128133	17.63428289	
14.94996041	16.89097079	
15.26334799	17.4904748	
13.85216449	17.11753192	
13.43940008	16.46388354	
13.95063894	16.86595472	
12.84312125	17.65960529	
13.37892172	16.51870159	
12.50675465	17.12686512	
13.82651787	16.90866238	
11.80061646	16.65167634	
13.24101902	18.03020755	
11.72891249	19.51200055	
13.36232537	20.37560744	
13.07998995	18.50449217	
12.93970848	18.88243251	
12.85152691	19.12284496	
12.9870648	18.19910855	
14.5496203	19.62393291	
17.0390093	28.8147787	
15.11304086	19.16898542	
13.56623106	16.92453166	
12.0645074	17.98444868	
7.669017367	15.03717517	
13.84806113	15.99578921	
11.76639143	16.36351015	
13.98643711	15.84104862	
12.99664216	15.36746317	
13.31855792	16.15795901	
14.24948569	16.14634585	
14.38126696	15.76664974	
13.66247544	16.36787826	
12.72320904	16.22185514	
12.81430896	16.10978776	
12.79458989	15.93197408	
13.57298588	16.44350444	
12.14775904	15.90050416	
13.3576692	16.36417019	
13.02110632	15.73738457	
13.94532476	15.98817424	
11.04655287	16.08030759	
12.53013822	15.89842492	
12.23965818	16.36806918	
12.91828758	17.1673079	
13.09033356	16.15121461	
12.47449675	17.3042	
10.74698125	17.15802361	
13.29014532	18.3743672	
12.66222246	16.23105181	
14.31424785	17.81061977	
12.7571291	16.43066239	
11.89601826	15.68532403	
12.59227014	15.55804861	
12.66229244	16.2024301	
13.02002103	16.47213401	
12.90359608	16.06320974	
13.46587964	16.25873263	
13.39670322	16.53949718	
13.58545078	16.60978308	
12.80658147	16.87146467	
13.41646868	16.77812098	
13.29836898	17.20606304	
13.50620996	17.67941661	
14.1965937	17.43882452	
12.08512266	17.26958841	
14.13741421	16.66708073	
15.04957824	16.72665799	
10.70040943	18.28775033	
13.76967244	17.37187718	
13.63897821	17.23721583	
12.62040485	16.84382435	
13.24284519	22.92192863	
12.81380171	19.82196927	
13.36888568	20.31526083	
13.09839005	20.46465037	
13.63074329	18.21420277	
15.10224794	23.60536838	
14.72696404	20.24461875	
13.81825129	16.58435299	
13.68159078	17.72944618	
13.46134192	17.29053053	
12.53288154	16.42346267	
13.17658211	18.21684286	
10.84439212	18.80682238	
11.66290015	21.39762266	
11.54290877	20.28647725	
12.54095306	19.72801115	
13.33258737	19.78827786	
13.14429517	17.72939259	
12.90926327	18.29809515	
14.8912472	22.77537003	
16.02313717	26.11587678	
12.69194628	18.79939248	
12.39042958	19.93278163	
13.40324669	15.98563939	
12.40666095	16.24403426	
11.95167353	15.80879481	
13.02502482	15.81233601	
13.0616704	15.96799414	
14.2541353	15.87571584	
13.57588928	16.19945502	
13.96720436	16.70499903	
13.72087758	16.18842331	
12.69614443	16.70448255	
12.36730862	16.04701926	
12.11064892	16.12725122	
12.4275771	16.02439766	
12.58254023	16.4664544	
12.78281077	16.16712504	
14.10250966	15.72153474	
13.35231352	16.01905526	
10.97906028	16.35213924	
12.25127163	16.32658783	
12.59889741	16.66787019	
12.59371179	15.67342373	
13.55838802	17.45814461	
13.38550535	17.75689169	
12.84813882	18.02050079	
11.43227558	18.32466744	
12.97974617	16.50371067	
13.47878005	16.36201544	
13.00010937	16.06281062	
12.65658388	16.50835475	
13.98587804	16.20824822	
12.74870405	16.04810501	
13.58933824	16.1397394	
11.96103357	15.96236205	
14.63444934	16.10372492	
13.21706522	16.25024743	
12.32399683	16.61352158	
14.17338414	16.26643667	
12.89759355	15.59543102	
13.84751287	16.28054522	
13.5119326	16.45448462	
12.77905624	16.21499746	
12.46234892	16.87731578	
14.33014176	16.38269524	
14.47270138	17.54264009	
12.28499798	18.33635548	
14.88013124	17.20070029	
12.63750667	16.4208804	
13.44815559	18.02738968	
14.52074302	24.87544131	
14.07335072	20.97730591	
11.98741555	22.513536	
11.3508287	23.15514015	
13.29272487	21.03929326	
12.22835108	33.95820826	
14.08661027	26.28973542	
13.75938335	17.66981138	
14.57723007	17.58272427	
13.8074219	18.72251042	
12.67930461	16.93264292	
12.75177445	17.64344377	
10.77510803	19.2307496	
10.14133575	19.03655891	
11.46612627	19.56132383	
12.27251714	19.51017069	
13.35438234	18.49418024	
13.53544944	18.45479269	
14.25496813	18.79969518	
13.80710051	20.65680117	
16.08648891	26.58583116	
15.38973368	23.90461893	
19.40804217	16.02820669	
11.8710438	14.84619492	
12.77840679	15.51485394	
12.74422311	16.28520739	
11.93377325	15.94774048	
12.68719162	16.043005	
12.40450011	16.19973287	
12.85506708	16.13710798	
13.46252822	16.02043303	
14.19093598	15.95516735	
13.42018279	16.27498415	
13.8660276	16.81686545	
12.86309279	16.09831376	
12.61953813	16.38427053	
14.01591598	16.51989351	
11.65747215	16.42270239	
13.41497118	16.05504567	
13.33661786	15.66108844	
12.86873131	16.06252302	
13.81851471	16.25677373	
11.7460073	16.34911406	
11.59360421	16.3192288	
12.88149275	15.88729708	
11.70421216	18.06391287	
13.22404673	18.33182658	
14.14319457	17.04426463	
12.55517562	16.76084658	
12.78304679	16.82723947	
13.17976407	16.62198329	
13.06558766	16.1568755	
13.10696148	16.74102155	
12.68752016	16.7501914	
13.55347881	15.98314071	
13.83894318	16.17725634	
11.792254	16.08516612	
13.91654996	15.85506926	
12.04155275	16.38979092	
12.17845595	16.51254667	
13.4060185	16.64418	
12.43740991	15.69766747	
13.0106013	16.42063436	
12.18351702	15.97500566	
14.33091254	15.93712918	
13.36429579	15.69018402	
12.63275309	16.15040313	
14.41531611	16.43527279	
15.81897792	18.40925279	
14.72305125	17.02719665	
13.64302231	16.15313207	
12.96791497	16.95566594	
14.13599416	18.50506757	
14.05946842	17.32520721	
14.07466931	20.6817515	
14.78385172	22.56211546	
14.53124543	22.98512083	
12.584557	30.902542	
12.11265366	22.68567031	
12.5017621	17.21378159	
14.23344982	16.83554213	
13.29870579	17.45726851	
14.01365958	16.61952518	
13.04474397	16.5308434	
11.5159509	18.7758416	
11.80354847	19.55646872	
11.56377464	19.49074394	
12.04714584	18.60025178	
14.15877012	17.97602103	
14.23490981	19.54571123	
13.04189641	17.25330073	
12.85295675	19.44555424	
13.82742827	23.75730075	
9.068578857	16.49407339	
12.76811434	16.20625094	
11.90580856	15.52597668	
13.17493548	15.58505883	
13.20528469	16.56346261	
11.76618603	16.01843347	
12.66598626	16.10434473	
12.99827261	15.88339951	
12.60462258	15.45765422	
14.40651739	16.14412423	
12.65863059	16.42523419	
13.17271804	15.95199834	
13.30834516	16.20055623	
13.91787648	16.49513464	
13.09290186	16.35102556	
11.87538315	16.71937536	
11.31956583	16.05611454	
13.76629339	16.60528995	
12.41270371	16.10081965	
13.95723296	16.55755247	
13.57227775	16.21107735	
10.38838737	17.14711966	
11.10276601	17.08496921	
12.81592688	17.24555984	
11.49332821	16.89161221	
12.19118007	17.68626383	
11.56924439	17.0965853	
13.30287839	16.630503	
12.526543	16.56923463	
12.01074585	17.01579189	
13.04646361	16.52979985	
13.08900935	16.52727682	
12.94237415	16.0950709	
12.71912596	16.42653705	
12.10704304	16.97776122	
12.09950706	16.27033565	
12.67990891	16.55125004	
13.05109695	16.1734143	
13.87246589	16.52784467	
14.52064296	17.03451094	
13.36339498	15.85684203	
14.39154859	16.51567718	
12.45598186	16.76494135	
13.04764596	16.24307859	
14.13275424	15.73521833	
13.24554162	16.41291578	
14.21364111	15.74435934	
11.69624297	17.36548451	
13.47068842	16.38368906	
13.89899223	16.44958661	
12.80440729	15.83496507	
13.35512255	16.9489799	
14.92717985	16.24655895	
13.63071653	17.09603468	
15.10849913	17.81801359	
15.28214841	18.66330907	
14.60833884	22.36082538	
13.3392576	21.77262912	
12.69373017	16.83043306	
13.2862142	16.45180103	
12.52874601	17.25093859	
12.91144483	17.28341859	
12.4366597	16.61962056	
12.03415941	18.18016962	
13.19632462	19.02523245	
11.50398094	18.99284545	
12.57029222	18.31316267	
12.83213981	18.96126341	
14.08445491	20.84547181	
13.57169433	17.50851127	
13.5835812	18.89006272	
14.78076535	22.81506284	
12.44439795	15.84921631	
11.84417463	16.15640286	
13.16432429	16.1774233	
12.10469786	15.48426295	
12.64539628	15.81900841	
13.31270498	16.67871232	
13.00835876	16.18332432	
13.12477044	16.23405546	
13.60544865	15.96289179	
13.74191241	15.73881279	
13.5232781	15.86366021	
12.77442933	16.14997553	
13.55854315	16.15806123	
13.56835049	16.10329329	
14.95927441	16.32118057	
13.21620028	16.38009725	
13.48240863	15.80986525	
13.0382765	16.34966635	
12.21201786	16.45800734	
11.74655708	15.83392616	
13.26232571	16.40263187	
12.13886399	16.21566186	
11.10214281	17.31614889	
12.54136726	17.78373824	
12.66644998	16.70583472	
13.65953411	16.51212821	
12.79794504	16.96769519	
12.60102493	16.9527409	
13.08307226	16.85118136	
12.40600469	16.9205797	
14.5932605	16.42279899	
14.12105963	16.62845656	
13.92106655	16.62066307	
13.15628356	15.80273435	
13.60787037	16.2188931	
11.62219046	16.62633235	
12.95111134	16.68969202	
12.50436901	17.34421672	
12.76170855	16.06140729	
13.69121891	16.51101235	
12.7363864	16.69802059	
11.95557245	16.13652057	
14.08558732	16.34207333	
12.28985955	15.85197026	
13.06095376	16.426977	
13.02791085	15.85216514	
13.50612188	16.39203959	
13.8760011	15.98748332	
11.9468365	16.48201896	
13.22877708	16.41079889	
13.80465333	16.20693566	
13.1218626	16.42513098	
15.07660226	16.96981859	
14.71936741	16.73848356	
12.23372001	16.77414675	
14.22595517	16.58554263	
12.5414068	16.80605114	
13.7368266	17.15501657	
13.05963148	17.82619421	
13.56630356	16.81713417	
14.27419545	16.59237551	
12.45093407	17.54193183	
11.73539613	17.48181309	
12.1542905	16.95347195	
11.3890549	17.8211579	
12.53566049	17.34048094	
11.91678643	18.80640285	
12.79544451	19.67479036	
12.61561405	18.00859269	
12.25725727	21.21078435	
12.58770785	18.08182192	
12.56161248	15.78304669	
13.36683139	16.10260419	
12.52230954	16.21386522	
13.00986107	15.84773606	
13.4940521	16.02821354	
11.53270789	15.82134924	
12.55558008	15.95081564	
13.48644775	16.30831904	
13.67184805	16.01375418	
12.24301482	15.99428826	
13.5592641	16.09689027	
11.88112963	16.03997952	
11.78488461	16.18453937	
13.2445338	16.15026154	
13.77822488	16.49128077	
13.84843253	15.98718979	
12.36692919	16.24551788	
13.94702427	16.84948188	
13.68678099	15.97353179	
13.48628379	16.24253917	
12.7739125	16.26303782	
12.41162662	15.96301589	
12.66403491	16.36071865	
11.63573029	16.93110285	
11.6226626	16.75088399	
12.51701957	16.71980452	
12.07495928	16.11710473	
13.36811708	16.61603131	
12.85101384	16.83401292	
13.27202032	16.8127395	
13.14434459	16.5355286	
13.53813594	16.46573428	
13.93978112	16.58286944	
14.16177022	16.37643572	
12.83256231	16.67053695	
13.73737363	16.40537036	
12.21720517	16.3092438	
13.13419369	16.28434014	
13.12989862	16.15094626	
12.82331714	16.26831719	
13.86044157	16.00743874	
13.88502524	16.73979657	
12.93014205	16.77261001	
12.18115908	16.04699149	
14.01077988	16.49780932	
13.90013809	16.00667081	
12.50091395	15.67330102	
13.97523538	16.77903057	
13.66417937	16.33221926	
14.69563842	16.42001365	
13.9918845	16.6761791	
14.39819143	15.9394974	
11.69527243	15.96457875	
14.44488749	16.21482169	
12.85625668	16.59239399	
12.08115323	15.90962287	
12.88182933	16.36447826	
13.61941283	15.96320648	
12.59111496	16.34785732	
13.01487777	16.66599331	
11.89779303	16.79023526	
15.61788239	16.64514114	
12.26093647	17.34026023	
12.0673867	18.22460673	
12.84645787	16.74183848	
11.6143142	16.55148353	
11.97124971	17.31290038	
13.05272959	19.17869292	
10.82458182	20.14750822	
13.09363251	17.88925842	
10.42886603	20.42035558	
14.41638405	16.67078312	
13.09788076	16.39587897	
12.74324239	16.58715524	
13.35606534	15.50631123	
14.01634967	15.83637813	
11.98284119	16.15577129	
12.80771385	16.43808526	
12.65150508	16.17690573	
13.82185756	16.00823214	
12.09253787	15.67264398	
13.05968294	15.81925688	
11.94688351	15.81098841	
13.63230973	16.33957522	
13.35154727	16.33917701	
14.3497712	16.09461584	
14.15820507	16.93767965	
12.22664581	16.24483508	
13.83102415	16.4399148	
14.11440876	16.32562555	
14.12172033	16.17599489	
14.12239365	16.06707586	
11.8315053	15.94582106	
12.80085488	16.60382375	
12.07809438	17.08719371	
10.81037041	16.75017144	
12.94174552	16.16195823	
12.78743651	15.78292813	
12.56075802	16.29966387	
12.77615589	16.25688503	
14.01199186	17.0530638	
12.24296074	16.13473201	
13.4173822	16.18533029	
12.72986545	16.6759301	
13.02279167	16.18798161	
13.46145503	15.97908488	
11.24492649	16.52619903	
12.50905256	16.12908871	
12.54338501	16.07445379	
12.81538176	15.99157876	
12.39133524	16.08908533	
13.46343716	16.18504437	
13.50793749	16.39224797	
12.43482005	16.58507992	
11.80397753	15.79410206	
12.90026164	15.97213977	
13.22428308	15.82775482	
12.44515522	16.26326478	
13.04239592	16.09296201	
13.5350935	16.13496182	
13.1819543	15.91708563	
13.11754477	17.14962218	
13.11778344	16.08682881	
12.96531337	16.41457243	
13.64370354	16.18851719	
13.9233026	16.4320657	
13.06773144	16.11013087	
12.26560701	16.14944753	
12.71779553	16.72322333	
14.60001555	16.1736243	
13.52134518	15.87065825	
12.06188257	16.39105625	
14.29588588	16.66716847	
13.2790207	17.18318834	
13.94488789	17.39948359	
13.6093764	16.96866287	
12.01560934	15.98923455	
12.37358075	18.22013957	
13.97396434	20.4503979	
8.390548131	21.26992854	
12.38599592	18.93806734	
11.81330816	16.54650194	
12.31020202	15.85116672	
12.32445829	15.94826519	
12.18624085	16.25101299	
10.93686024	16.60129556	
13.89490513	16.24877849	
12.65699421	16.44774206	
12.99374656	16.00287073	
13.6404384	15.92821844	
13.18049328	15.91462009	
12.4149561	15.95409839	
12.39924836	16.20369552	
11.91168006	16.60265008	
13.59728197	16.65277562	
12.34396381	16.39353791	
11.63385585	17.1278405	
12.61212494	16.0552503	
14.17178957	16.56991562	
12.77250562	16.34227586	
11.04061849	16.00169789	
14.3116359	16.44801204	
11.84404305	17.13903556	
11.62666978	17.02973539	
11.28234424	16.79189436	
13.07165556	16.04463971	
12.0705396	16.10601115	
13.58252745	16.68666514	
13.07678163	16.5572879	
11.83059289	16.4994015	
13.35598759	16.43033361	
13.09989967	16.744494	
12.57447551	16.24087481	
12.5754886	15.66653704	
11.86392789	16.04461324	
13.4557868	16.21230836	
12.23768937	16.08905654	
12.91538975	16.25417422	
12.70304592	16.45149365	
13.26063599	16.68395799	
13.24267242	16.49360226	
12.90391972	16.14537675	
11.87368621	16.08436692	
13.2993172	15.63091832	
12.56527524	16.03502109	
11.59759157	16.17427437	
13.78367227	17.07652605	
13.9515879	16.00032851	
13.92009706	16.24300238	
12.11487239	16.78988574	
13.49317297	15.93322436	
13.64928713	15.86351067	
13.15360147	16.20670166	
13.17048879	15.85338154	
12.27698968	15.93771343	
13.32031019	16.40416505	
12.77766546	16.80122571	
13.9195773	17.00909688	
13.43000007	15.67879891	
13.73720045	16.38492894	
14.91338685	20.23041436	
12.94520641	19.94432042	
12.72480134	16.354826	
12.67029164	17.25685262	
12.36784331	15.74785017	
13.31397774	20.99256563	
13.34399999	20.12827299	
10.10279061	19.3740701	
12.20368942	16.43461655	
13.65056338	15.51585525	
11.02880256	16.23862285	
13.39734098	16.30464356	
10.61253245	15.91406794	
12.21457332	15.74041143	
12.70918531	16.64958516	
15.16998046	16.38512126	
13.27409318	16.29746183	
12.29446503	16.84477455	
12.28710467	16.39759055	
13.78538739	16.98814655	
12.2999142	16.61521517	
12.1948949	16.52823664	
11.92698208	16.29136084	
13.52103015	17.00167521	
12.03994625	16.77318159	
11.06201465	16.40316498	
12.52225988	16.35747261	
11.53228486	16.62168423	
13.09713829	17.12096973	
13.03128344	16.35104873	
12.8507498	16.59531651	
13.10124755	15.84883672	
13.08673661	16.44422836	
13.83230665	15.87756695	
12.32685817	16.07063276	
12.67960803	15.91948051	
14.30982124	16.25276859	
12.27346004	15.77663134	
12.20657785	16.65205548	
11.42711779	15.65179514	
13.20626105	16.56996087	
13.44851681	16.47174975	
11.9097519	16.45529129	
10.78455152	15.97531976	
13.758437	16.25268349	
12.9255119	15.63632844	
11.78217839	16.24633388	
14.02486017	16.09617019	
13.20628421	16.40969783	
13.18782123	16.29985016	
14.11527328	16.73098853	
13.76498441	16.02276074	
14.19340989	16.08444719	
13.45680902	16.30208301	
12.21681637	15.85622238	
12.614673	16.19617989	
13.73406259	16.4215819	
13.6713496	16.12466841	
14.02236613	16.75740673	
13.96874432	15.8636477	
11.54611385	16.18967189	
14.19086796	23.64753151	
10.93240901	22.21316942	
13.71610526	16.49176322	
12.16842204	16.61399495	
12.47072542	16.16087343	
14.42490786	20.07027551	
13.1945449	18.72448397	
15.448819	16.78681169	
11.73321379	16.56730188	
11.63363523	17.41958023	
14.0664573	19.66540961	
12.21219483	16.96475122	
11.47139905	15.6560623	
13.98701347	16.87091519	
11.31167458	16.39446727	
12.63155506	16.54583914	
13.83489402	16.88611371	
13.26502818	16.76907232	
13.58490302	16.90987616	
12.51355944	16.65891295	
12.73135835	16.27119876	
12.25431631	16.11587009	
13.54336764	16.88030579	
12.15967379	17.05945726	
11.57637292	16.10101254	
12.89480797	15.96901662	
13.41251137	16.40508811	
14.2818886	16.44632152	
12.48700211	16.61758773	
12.18539247	16.49701207	
10.90749547	15.53190906	
12.79649163	15.80513284	
13.72742717	15.7234268	
12.35881103	16.46242295	
13.04475965	16.75749497	
13.61097064	16.67837958	
13.47462374	16.99490368	
14.55769905	17.32257839	
12.63018273	16.42976578	
13.454189	15.57663515	
12.74853997	16.68527249	
12.55222197	16.80010675	
12.69898026	16.25367114	
12.74000265	16.02103592	
14.02559615	16.40793521	
13.88627409	16.47944165	
14.49424455	16.47934678	
12.63474265	16.97767215	
15.46444849	19.32902791	
12.30024117	18.82438969	
12.93485203	15.67075295	
12.01917309	16.15238656	
11.61002318	16.02757388	
13.49754829	17.42927676	
10.91911266	16.1612689	
13.96905307	17.92642218	
12.76892709	18.02593709	
12.87990647	19.158885	
11.9954853	17.49856356	
12.38142292	16.96177884	
11.53111787	16.68107339	
13.88648283	17.70198828	
12.02443322	18.25900499	
12.1910913	16.1748853	
13.14373294	16.46155551	
13.53260332	15.67907629	
14.65126174	16.71317193	
13.38622589	16.29964049	
14.65068684	16.27606191	
13.31187557	16.23193748	
11.64741148	17.01088267	
15.13576247	16.75478021	
13.76913743	16.48998026	
13.93608318	17.41541614	
12.71921654	16.88753593	
13.91426347	16.85954921	
13.01211648	17.31397294	
14.62118214	19.70294045	
12.93519156	17.00574255	
12.98250287	15.58489349	
13.43935155	15.95775988	
13.10181688	17.15464801	
14.42789348	16.19239041	
13.81922362	16.90408345	
12.7443619	16.31867918	
14.31981991	17.24249976	
13.03668607	16.6986418	
13.05906172	15.99764494	
12.11932871	16.57783974	
12.8057414	20.95353172	
12.88572925	17.24477712	
12.00467848	18.04991208	
13.48035386	18.52042744	
11.24377326	16.21831076	
13.65378598	16.44966269	
13.13384015	15.49719598	
13.22042581	16.62323347	
13.35882848	16.45346196	
13.11137746	16.12784828	
13.64772891	16.58938585	
11.46124538	16.75522422	
14.94990933	15.89940582	
13.42575659	17.37749614	
13.40030035	16.98718821	
12.84398055	17.18186178	
14.04106408	17.33385207	
14.27298656	23.7598106	
14.44309308	23.44695926	
12.11245638	17.32466589	
13.67955088	16.36759358	
14.40342274	16.34388945	
14.96267577	16.84019619	
13.51465016	16.71404409	
13.44368602	17.45136407	
13.53660005	16.17946504	
12.73588427	16.77298576	
13.20213288	16.80956656	
14.71248984	16.20110213	
14.4740004	15.65059777	
13.99778222	16.58125951	
13.23749995	16.2711263	
13.3266415	15.55741679	
15.17789361	19.28809725	
12.53201307	17.76388807	
14.30456121	20.34732164	
14.60090003	21.73280644	
14.31423856	16.94834075	
12.99838268	16.72480054	
13.03440072	16.48573303	
13.36973068	17.30415419	
13.44187109	16.8956627	
13.48426806	16.80374861	
14.27174928	16.64205071	
11.02863839	16.76194524	
12.39681148	18.3159882	
12.86762191	16.31523421	
13.24876453	16.74503963	
13.52754127	17.02214558	
11.3129629	16.44226397	
12.28058604	17.4015048	
